"carat","cut","color","clarity","depth_percentage","table","price","length","width","depth"
1.33,"Ideal","H","SI2",62.3,55,6.791,7.01,7.08,4.39
1,"Fair","H","VS1",64.6,59,5.242,6.3,6.26,4.06
1,"Fair","E","SI2",69,56,3.763,6.01,5.94,4.12
0.78,"Ideal","H","SI1",61.2,56,2.781,5.92,5.99,3.64
0.74,"Premium","G","VS2",60.2,60,2.621,5.84,5.82,3.51
0.93,"Premium","F","SI1",58.8,60,4.01,6.49,6.37,3.78
0.74,"Very Good","H","VS1",61.4,56,2.956,5.81,5.84,3.57
0.9,"Good","E","SI2",64.1,58,3.595,6.04,6.09,3.89
0.9,"Fair","G","SI2",64.5,56,2.858,6.06,6,3.89
1.02,"Good","D","SI2",58.9,65,3.842,6.59,6.54,3.87
1.01,"Very Good","G","VS1",62.8,58,6.152,6.34,6.37,3.99
1.01,"Ideal","I","I1",61.5,57,2.844,6.45,6.46,3.97
1.01,"Premium","H","VS2",62.3,60,4.909,6.32,6.27,3.92
1,"Good","D","SI1",60.5,60,5.546,6.37,6.42,3.87
0.9,"Good","G","SI2",64.1,56,3.246,6.12,6.08,3.91
1.11,"Very Good","H","SI2",61.5,59,4.029,6.56,6.61,4.05
0.75,"Premium","G","SI1",60.4,58,2.415,5.88,5.84,3.54
0.55,"Premium","D","VVS2",58.7,57,2.331,5.44,5.39,3.18
1.36,"Very Good","H","SI2",61.5,58,6.279,7.09,7.16,4.38
0.9,"Premium","E","VS1",59.4,59,5.535,6.28,6.31,3.74
1.01,"Very Good","J","VS1",59.5,59,4.588,6.54,6.6,3.91
0.75,"Very Good","E","SI1",60.2,60,2.968,5.89,5.93,3.56
1,"Premium","J","VS2",60.3,58,3.79,6.49,6.44,3.9
0.72,"Ideal","I","VS1",61,57,2.048,5.76,5.83,3.56
0.7,"Premium","D","VS1",62.5,59,3.365,5.69,5.64,3.54
0.92,"Good","D","SI2",59,58,3.936,6.31,6.36,3.74
0.9,"Premium","F","SI2",59.7,60,3.951,6.25,6.22,3.72
1.02,"Ideal","F","VS2",62,57,7.026,6.46,6.44,4
1.01,"Premium","G","VS2",63,56,5.864,6.41,6.35,4.02
0.82,"Premium","I","VS2",62.2,59,2.716,6.03,5.97,3.73
1.01,"Very Good","J","SI2",63.5,59,3.462,6.3,6.36,4.02
0.93,"Ideal","E","SI2",60.5,54,4.858,6.4,6.38,3.87
0.7,"Premium","F","SI1",62.8,59,2.348,5.66,5.59,3.53
0.7,"Ideal","G","VVS2",62.1,53,2.895,5.71,5.75,3.56
0.9,"Ideal","G","SI1",61.9,55,4.161,6.18,6.23,3.84
0.7,"Ideal","F","SI1",61.3,57,2.7,5.75,5.71,3.51
1,"Ideal","E","VS2",62,55,6.043,6.42,6.38,3.97
0.9,"Very Good","E","SI1",62.6,58,4.315,6.11,6.15,3.84
0.8,"Premium","E","VS1",61.7,58,3.967,5.98,5.95,3.68
1.06,"Premium","F","SI1",61.9,59,4.155,6.57,6.52,4.05
1.01,"Good","F","SI2",63.9,54,4.416,6.33,6.44,4.08
1,"Ideal","I","SI1",62.8,56,4.237,6.33,6.38,3.99
0.78,"Ideal","F","SI2",61.2,56,2.622,5.93,5.97,3.64
0.77,"Ideal","E","SI2",61,57,2.519,5.91,5.93,3.61
1.2,"Very Good","F","SI2",63.2,58,4.502,6.78,6.74,4.27
0.77,"Ideal","G","SI2",61.2,57,2.275,5.94,5.98,3.65
1.07,"Premium","G","VS2",59.8,58,5.177,6.67,6.63,3.98
0.91,"Very Good","H","VS1",60,58,4.514,6.29,6.38,3.8
1.03,"Fair","H","SI1",65.1,57,3.617,6.43,6.36,4.16
0.81,"Very Good","F","SI1",61.7,57,2.858,6,6.05,3.72
1.39,"Good","F","SI2",63.8,55,6.969,7.05,7.08,4.51
1.22,"Premium","G","SI1",62.3,58,6.288,6.83,6.76,4.23
1.74,"Very Good","H","I1",63.2,55,4.677,7.62,7.59,4.8
1.06,"Ideal","H","VS2",61.2,55,5.277,6.57,6.61,4.03
0.7,"Very Good","G","VS2",58.7,53,2.563,5.83,5.86,3.43
1.01,"Good","H","SI2",63,61,4.865,6.32,6.29,3.97
1.02,"Ideal","E","SI2",61.6,55,4.824,6.46,6.52,4
1.04,"Very Good","J","SI2",63.5,59,3.81,6.37,6.42,4.06
1.04,"Ideal","E","SI2",62,55,4.804,6.48,6.51,4.03
0.73,"Premium","H","VS2",61,58,2.496,5.76,5.84,3.54
1,"Fair","F","SI1",65.8,58,4.657,6.23,6.15,4.07
1.24,"Ideal","H","VS2",61.4,57,5.683,6.92,6.88,4.24
1.01,"Good","E","VVS2",64.3,58,7.769,6.34,6.28,4.06
1,"Good","E","SI1",58.2,61,5.33,6.53,6.57,3.81
1.03,"Fair","D","SI1",65.5,58,4.441,6.18,6.13,4.03
0.9,"Premium","G","SI1",62,61,3.669,6.13,6.07,3.78
1.4,"Very Good","I","VS1",61.6,59,7.584,7.17,7.22,4.43
1.01,"Ideal","D","SI1",62,57,5.939,6.44,6.37,3.97
1,"Fair","F","SI1",64.8,58,4.586,6.26,6.21,4.04
1.03,"Premium","H","SI2",62.3,59,4.078,6.42,6.46,4.01
0.7,"Good","E","SI2",63.7,61,2.192,5.6,5.64,3.58
1.1,"Premium","H","SI2",62.8,55,4.004,6.68,6.57,4.16
1.06,"Ideal","H","VS2",61.2,55,5.373,6.61,6.57,4.03
0.91,"Good","F","SI1",63.7,58,3.924,6.09,6.02,3.86
1.01,"Fair","H","SI1",65.3,57,4.256,6.33,6.23,4.1
0.96,"Fair","G","SI1",69.7,59,3.299,6.09,5.9,4.18
1.03,"Ideal","I","SI2",59.8,56,3.53,6.64,6.58,3.95
0.79,"Very Good","F","SI1",58.5,61,3.073,6.03,6.08,3.54
0.71,"Good","D","SI1",64.1,56,2.547,5.63,5.6,3.6
0.9,"Very Good","D","SI1",62.3,58,4.497,6.14,6.16,3.83
1.21,"Premium","F","SI2",61.5,57,4.74,6.93,6.88,4.25
0.9,"Premium","F","SI1",63,60,4.158,6.13,6.09,3.85
0.71,"Ideal","G","SI2",60.6,57,2.325,5.81,5.87,3.54
1.12,"Ideal","J","SI1",62.4,57,4.84,6.65,6.6,4.14
0.9,"Very Good","G","SI1",63.1,59,3.669,6.15,6.11,3.87
1.09,"Very Good","G","VS1",59.7,63,6.453,6.65,6.74,4
1.12,"Very Good","G","SI2",60.2,59,4.852,6.7,6.85,4.08
1.27,"Ideal","I","VS1",62.8,57,6.396,6.86,6.89,4.32
1.19,"Very Good","H","SI2",63.4,58,4.558,6.79,6.76,4.29
0.91,"Premium","H","SI1",61.4,56,2.763,6.09,5.97,3.7
0.9,"Ideal","D","SI1",62.5,57,4.579,6.12,6.2,3.85
1.16,"Ideal","E","SI2",62.7,56,5.001,6.69,6.73,4.21
0.72,"Ideal","E","SI1",60.3,57,2.847,5.83,5.85,3.52
0.51,"Ideal","F","VVS1",61.7,57,2.163,5.12,5.15,3.17
1.03,"Ideal","H","SI1",59.7,55,4.585,6.6,6.64,3.95
1.37,"Premium","J","SI2",61.9,59,5.284,7.1,7.05,4.38
1.2,"Premium","I","VS2",62.1,59,5.474,6.77,6.72,4.19
0.7,"Good","H","VVS2",58.9,61.5,2.699,5.77,5.84,3.42
0.9,"Fair","D","VS2",57.4,65,4.277,6.26,6.29,3.6
0.58,"Ideal","F","VVS2",62.2,56,2.567,5.32,5.36,3.32
0.96,"Ideal","G","SI2",62.1,57,3.871,6.32,6.27,3.91
0.53,"Ideal","F","VVS2",61,57,2.269,5.23,5.26,3.22
0.52,"Ideal","E","VVS2",62,54,2.23,5.16,5.19,3.21
1.36,"Fair","J","SI2",67.8,55,4.158,6.73,6.66,4.54
1.2,"Very Good","F","VS2",62.4,58,7.114,6.76,6.8,4.23
1.01,"Ideal","D","VS2",59.8,56,7.127,6.52,6.49,3.89
0.7,"Very Good","I","VS2",62.8,59,2.202,5.56,5.61,3.51
0.76,"Very Good","E","VVS2",60.6,59,3.833,5.85,5.94,3.57
1,"Good","G","VS1",62.4,62,6.177,6.33,6.37,3.96
1.01,"Premium","D","VS2",60.4,58,7.032,6.57,6.47,3.94
0.91,"Good","E","I1",57.7,63,2.342,6.35,6.3,3.65
1,"Very Good","D","VS2",62.6,56,6.881,6.33,6.39,3.98
1,"Fair","E","SI2",64.6,54,3.763,6.33,6.27,4.07
1.2,"Good","G","SI2",63.6,54,5.141,6.75,6.71,4.28
1.01,"Very Good","G","VS2",61.9,58,6.047,6.37,6.42,3.96
0.7,"Premium","F","SI1",61.3,59,2.161,5.71,5.74,3.51
1.01,"Good","E","VS2",63.4,56,5.954,6.35,6.37,4.03
0.9,"Very Good","D","SI1",61.5,58,4.381,6.15,6.21,3.8
1.1,"Ideal","G","VS2",62.5,54,7.074,6.59,6.62,4.12
1.07,"Premium","D","VS2",62.4,57,7.55,6.59,6.51,4.09
1,"Premium","H","SI1",61.7,59,4.144,6.41,6.36,3.94
0.9,"Good","F","VS2",63.1,57,4.37,6.13,6.16,3.88
0.73,"Good","J","VS2",60.8,63,2.098,5.67,5.78,3.48
0.77,"Ideal","F","VS1",60.9,58,3.655,5.91,5.95,3.61
0.74,"Premium","E","SI2",59.1,60,2.553,5.98,5.94,3.52
1.23,"Ideal","F","SI2",62.3,58,5.894,6.8,6.84,4.25
0.71,"Premium","H","SI2",60.5,60,2.224,5.81,5.73,3.49
0.7,"Ideal","H","SI1",62,55,2.184,5.71,5.68,3.53
0.91,"Good","E","SI2",64.3,57,3.632,6,6.04,3.87
1.05,"Premium","F","SI2",61.1,59,3.672,6.54,6.61,4.02
0.7,"Good","G","VS2",62.6,61,2.699,5.57,5.61,3.5
1.12,"Very Good","E","VS2",62.8,57,7.589,6.61,6.64,4.16
1.3,"Very Good","I","VS2",61.8,56,7.087,6.98,7.04,4.33
1.01,"Very Good","E","SI1",61.1,57,5.339,6.43,6.46,3.94
1.22,"Premium","H","SI1",62,58,6.62,6.81,6.76,4.21
1.09,"Ideal","H","SI1",62.3,57,5.149,6.58,6.54,4.09
0.7,"Premium","H","SI1",62,61,2.176,6.65,5.69,3.46
0.57,"Premium","D","VS2",60.8,59,2.019,5.38,5.34,3.26
1.09,"Very Good","G","SI1",60.2,60,5.305,6.66,6.7,4.02
0.7,"Very Good","E","VS2",61.8,59,2.952,5.63,5.67,3.49
1.01,"Ideal","G","VS2",59.7,57,6.024,6.49,6.44,3.86
1,"Premium","E","VS1",61.1,60,7.588,6.43,6.41,3.92
0.72,"Very Good","G","VS2",63.3,57,2.477,5.71,5.67,3.6
1.21,"Very Good","I","SI2",62.1,59,4.791,6.8,6.86,4.24
1.14,"Ideal","G","SI1",61.7,56,6.741,6.71,6.75,4.15
1.23,"Premium","J","VVS2",61.2,57,5.768,6.92,6.86,4.22
1,"Fair","I","VS1",65.3,55,3.763,6.34,6.25,4.11
0.77,"Very Good","I","VS2",62.4,63,2.162,5.84,5.8,3.63
1.07,"Ideal","F","SI2",61.6,57,5.405,6.56,6.53,4.03
0.91,"Very Good","E","SI1",62.5,61,4.512,6.1,6.19,3.84
1.23,"Very Good","H","VS2",60.2,63,7.177,6.95,6.91,4.17
1.01,"Very Good","I","SI1",63.2,54,4.525,6.41,6.35,4.03
0.91,"Premium","D","SI2",61,61,3.943,6.24,6.16,3.78
0.7,"Very Good","F","SI2",56.9,62,2.177,5.87,5.9,3.35
0.9,"Fair","I","VS2",64.1,66,2.921,6.04,5.98,3.85
1.11,"Ideal","J","SI2",62.5,57,4.073,6.64,6.6,4.14
0.73,"Ideal","G","VS1",60.7,57,3.411,5.85,5.81,3.54
0.7,"Fair","D","SI2",64.5,60,2.167,5.53,5.47,3.55
1.15,"Ideal","J","SI1",61.8,57,4.347,6.73,6.67,4.14
1,"Very Good","F","VS2",62.7,56,5.759,6.29,6.34,3.96
0.71,"Ideal","H","SI2",62.2,55,2.36,5.72,5.7,3.55
0.7,"Very Good","F","SI1",62.3,57,2.196,5.65,5.69,3.53
0.79,"Premium","D","SI2",61.8,58,2.735,5.95,5.89,3.66
0.79,"Very Good","E","VS2",62.7,56,3.539,5.85,5.88,3.68
1.2,"Very Good","G","SI1",63.4,55,4.52,6.72,6.65,4.24
0.9,"Very Good","H","VVS2",59.9,61,4.637,6.29,6.19,3.74
0.9,"Good","F","SI1",63.1,57,3.724,6.12,6.15,3.87
1.01,"Premium","G","VS1",62.7,58,6.499,6.38,6.41,4.01
1.07,"Ideal","J","VS2",61.6,56,4.686,6.59,6.55,4.04
1.01,"Ideal","G","SI1",61.8,55,5.141,6.46,6.43,3.98
0.7,"Premium","G","VVS1",61.2,56,3.105,5.75,5.68,3.5
0.59,"Very Good","E","VS2",60.6,60,2.094,5.44,5.49,3.31
1.14,"Premium","G","VS2",61.4,60,7.079,6.71,6.68,4.11
1.14,"Ideal","H","SI1",61.8,56,7.079,6.68,6.72,4.14
1.01,"Premium","H","SI2",60.1,58,3.62,6.55,6.52,3.93
1.23,"Premium","I","VS2",61.7,58,5.521,6.85,6.87,4.23
0.51,"Ideal","F","VVS2",61.2,56,2.093,5.17,5.19,3.17
0.74,"Premium","G","SI1",59.6,59,2.447,5.94,5.87,3.52
0.7,"Good","I","VS2",57.1,61,2.01,5.9,5.93,3.38
0.57,"Ideal","E","VVS2",62.5,54,2.372,5.35,5.28,3.32
0.9,"Ideal","D","SI2",62.7,57,3.99,6.1,6.15,3.84
1.03,"Very Good","G","SI2",63,57,4.315,6.4,6.42,4.04
1,"Very Good","G","VVS2",63.5,55,5.914,6.36,6.3,4.02
0.7,"Premium","E","SI2",61.8,60,2.342,5.65,5.61,3.48
0.71,"Premium","G","SI2",60.6,59,2.147,5.78,5.74,3.49
1.01,"Very Good","F","SI1",62.7,57,5.174,6.32,6.38,3.98
0.75,"Very Good","E","VS1",61.9,58,3.543,5.83,5.86,3.62
0.9,"Fair","D","SI1",65.7,65,3.751,6.06,5.94,3.94
0.96,"Fair","I","VS2",56.1,60,3.215,6.62,6.58,3.7
0.73,"Ideal","E","SI2",61.5,55,2.896,5.82,5.86,3.59
0.77,"Very Good","G","SI1",63.6,57,2.915,5.79,5.88,3.71
0.99,"Fair","J","SI1",58,67,2.949,6.57,6.5,3.79
0.54,"Ideal","G","IF",61.2,57,2.289,5.26,5.28,3.22
1.2,"Very Good","I","SI2",61.9,59,4.455,6.77,6.84,4.21
0.71,"Very Good","G","SI1",60.2,58,2.604,5.71,5.75,3.45
0.72,"Premium","G","VS1",58.9,58,3.032,5.93,5.85,3.47
0.7,"Very Good","H","VVS1",63.5,58,2.682,5.63,5.59,3.56
0.83,"Premium","D","SI2",62.7,56,3.078,6.01,5.98,3.76
1.11,"Good","E","SI2",58.3,60,4.532,6.76,6.83,3.96
1.07,"Premium","G","SI2",58.5,61,4.278,6.71,6.59,3.89
0.91,"Very Good","F","SI2",60.9,58,4.054,6.28,6.2,3.8
0.94,"Very Good","G","VVS1",63.3,57,6.088,6.21,6.14,3.91
1.17,"Premium","G","SI1",62.6,55,7.731,6.75,6.7,4.21
0.7,"Very Good","F","SI1",62.3,58,2.161,5.62,5.78,3.55
0.74,"Ideal","H","SI2",62.1,57,2.327,5.75,5.81,3.59
0.67,"Good","G","VS2",57.5,60.1,2.131,5.78,5.83,3.34
0.81,"Premium","D","VS1",62.3,58,4.284,5.94,6,3.72
1.03,"Premium","E","VS2",61.3,61,5.906,6.53,6.46,3.98
1.13,"Premium","H","SI1",60.9,59,5.05,6.79,6.7,4.11
0.9,"Very Good","E","VS2",62.5,58,5.305,6.14,6.18,3.85
1.26,"Ideal","G","VS1",62.3,57,6.604,6.93,6.87,4.3
1.03,"Ideal","G","SI1",62.2,59,5.684,6.41,6.45,4
1.01,"Premium","F","VS2",60.3,59,6.674,6.52,6.45,3.91
0.7,"Good","E","VS1",57.2,62,2.782,5.81,5.77,3.31
1.13,"Premium","I","SI2",62.2,59,3.987,6.67,6.61,4.13
0.7,"Premium","G","SI1",62.2,58,2.106,5.69,5.76,3.56
1.27,"Ideal","J","VS2",62.9,54,5.925,6.87,6.9,4.33
0.72,"Ideal","H","VS2",60.1,56,3.122,5.85,5.88,3.52
1.17,"Ideal","G","VS2",61.3,56,7.548,6.81,6.79,4.17
0.9,"Good","D","SI1",61.9,62,4.419,6.15,6.17,3.81
0.7,"Very Good","G","VS1",62.3,58,2.631,5.63,5.67,3.52
1.06,"Ideal","E","SI2",62.2,55,5.319,6.54,6.51,4.06
1.29,"Fair","F","SI2",64.4,57,4.824,6.85,6.79,4.39
0.7,"Good","E","SI2",62.9,56,2.028,5.63,5.66,3.55
0.71,"Very Good","E","SI1",60,56,3.122,5.85,5.78,3.49
0.71,"Ideal","E","SI1",61.9,56,2.404,5.76,5.71,3.55
0.91,"Ideal","E","SI1",61,58,4.132,6.23,6.29,3.82
1.34,"Ideal","J","VS1",62,57,6.01,7.12,7.04,4.39
0.55,"Very Good","D","VVS2",61.3,57,2.585,5.26,5.28,3.23
0.71,"Fair","F","VS1",57.3,67,2.707,5.96,5.76,3.36
1.08,"Premium","H","SI2",61.2,58,4.717,6.62,6.58,4.04
1.05,"Premium","G","SI2",61.6,60,4.318,6.56,6.49,4.02
1.02,"Very Good","J","VS2",63.9,57.9,4.354,6.28,6.33,4.03
0.51,"Ideal","G","VVS1",61.4,55,2.027,5.15,5.18,3.17
1.14,"Very Good","G","VS2",63.2,58,6.803,6.67,6.63,4.2
0.7,"Premium","E","VS1",62.2,58,2.826,5.66,5.6,3.5
1.02,"Premium","G","I1",60.3,58,2.815,6.55,6.5,3.94
1.21,"Good","G","VS2",63.7,59,6.906,6.59,6.67,4.22
0.9,"Premium","E","SI1",62.7,62,4.092,6.22,6.1,3.85
0.62,"Ideal","F","VS1",62.3,56,2.073,5.43,5.46,3.39
1.03,"Ideal","H","SI1",61,55,4.759,6.56,6.59,4.01
0.72,"Good","F","SI1",63.9,62,2.229,5.7,5.63,3.62
1.54,"Premium","H","I1",62,60,4.98,7.32,7.4,4.56
1.51,"Premium","G","SI2",62.7,57,7.145,7.33,7.29,4.58
1.21,"Premium","G","SI2",62.7,59,5.405,6.74,6.66,4.2
0.78,"Very Good","D","VS1",63.2,58,3.8,5.87,5.81,3.69
1.05,"Very Good","H","SI1",63.1,60,4.692,6.49,6.42,4.07
0.71,"Ideal","D","VS1",60.9,57,3.518,5.74,5.76,3.5
0.9,"Good","J","VS2",64,61,2.822,6.04,6.03,3.86
1.08,"Very Good","I","SI1",62.2,57,4.933,6.57,6.54,4.08
1.52,"Fair","H","SI2",65,57,7.388,7.12,7.09,4.62
1.07,"Premium","G","SI2",62.2,58,3.545,6.56,6.49,4.06
0.94,"Premium","D","SI1",60.7,60,4.817,6.32,6.27,3.82
1,"Good","H","SI2",63.9,55,3.878,6.25,6.33,4.02
0.68,"Premium","G","VS2",61.7,57,2.04,5.67,5.65,3.49
0.67,"Very Good","G","VS2",61.7,59.7,2.131,5.56,5.61,3.45
0.64,"Ideal","E","SI1",60.9,57,2.215,5.56,5.58,3.39
0.9,"Fair","H","VS2",64.6,54,3.725,6.09,6.14,3.95
0.9,"Premium","G","VVS2",63,58,4.486,6.15,6.07,3.85
0.71,"Very Good","I","VS1",62.2,59,2.432,5.7,5.74,3.56
1.01,"Fair","G","VS2",64.9,56,4.887,6.27,6.21,4.05
1.2,"Ideal","J","VS2",61.6,54,4.099,6.88,6.82,4.22
0.73,"Ideal","G","VVS1",61.3,56,3.667,5.79,5.82,3.56
0.77,"Ideal","I","VS1",60.9,57,2.736,5.92,5.94,3.61
1.2,"Premium","H","VS1",62.6,59,5.678,6.78,6.74,4.23
0.65,"Ideal","D","VVS1",60.9,57,5.052,5.58,5.61,3.41
1.02,"Fair","F","SI1",65.1,56,4.462,6.29,6.25,4.08
1.24,"Premium","J","VS2",62,58,5.128,6.87,6.91,4.27
1.09,"Premium","E","SI2",60.1,62,4.102,6.72,6.6,4
0.78,"Very Good","F","SI2",63,57,2.515,5.85,5.9,3.7
1.03,"Very Good","H","SI1",61.4,57,4.879,6.45,6.54,3.99
0.9,"Very Good","F","VS1",61.5,55,5.167,6.25,6.28,3.85
1.01,"Ideal","E","SI2",62.2,56,4.788,6.42,6.45,4
1.11,"Very Good","I","SI2",63.1,57,4.075,6.59,6.54,4.14
0.59,"Ideal","E","VVS2",62,55,2.643,5.36,5.41,3.34
0.91,"Very Good","D","SI1",63.5,56,4.389,6.13,6.18,3.91
1.16,"Premium","G","VS2",59.9,60,7.203,6.88,6.85,4.11
1.01,"Good","D","SI1",58.3,59,5.747,6.59,6.61,3.85
0.9,"Ideal","D","SI2",62.4,56,4.007,6.24,6.16,3.87
1.01,"Ideal","F","VS2",62,56,6.416,6.46,6.51,4.02
0.7,"Good","D","SI2",59.3,60,2.461,5.74,5.8,3.42
0.92,"Ideal","G","VS1",62,57,5.243,6.24,6.28,3.88
1,"Very Good","H","SI2",63,61,4.015,6.31,6.35,3.99
0.71,"Ideal","F","VVS1",61.8,56,3.88,5.72,5.74,3.54
0.7,"Premium","E","SI1",60,59,2.753,5.75,5.79,3.46
1.2,"Very Good","D","SI2",62.6,57,5.451,6.74,6.84,4.25
1.54,"Premium","G","SI2",59.4,60,7.848,7.52,7.49,4.46
0.7,"Very Good","J","VS2",63.3,58,2.044,5.61,5.63,3.56
0.8,"Ideal","F","SI2",62.4,57,2.529,5.92,5.97,3.71
1.08,"Premium","E","SI2",60.2,58,4.742,6.68,6.61,4
0.72,"Very Good","E","VS2",59.8,57,3.27,5.84,5.89,3.51
1.04,"Premium","F","VS2",61.7,59,6.782,6.45,6.49,3.99
1.04,"Premium","E","SI2",61.6,58,3.914,6.52,6.45,3.99
0.71,"Very Good","D","VS1",58.1,62,3.145,5.84,5.89,3.41
1,"Premium","G","IF",61.4,59,7.822,6.47,6.39,3.95
1.01,"Good","E","VS2",61.2,62,5.972,6.34,6.38,3.89
1,"Ideal","J","SI1",59.2,62,3.929,6.47,6.5,3.84
0.83,"Premium","H","SI1",60,59,2.825,6.08,6.05,3.64
1.21,"Premium","J","VVS1",61.3,59,5.893,6.81,6.86,4.19
1.03,"Ideal","F","SI2",62.6,57,3.461,6.44,6.4,4.02
1.13,"Premium","J","SI2",59.7,59,4.093,6.85,6.76,4.06
1.07,"Premium","G","SI2",59.9,59,4.278,6.67,6.61,3.98
0.74,"Ideal","G","VS1",60.9,55,3.635,5.84,5.91,3.58
0.96,"Premium","G","SI2",59.3,58,4.204,6.49,6.43,3.83
1.5,"Premium","I","SI2",62.8,57,7.715,7.34,7.25,4.58
0.72,"Ideal","E","SI1",62.6,56,2.907,5.7,5.73,3.58
0.55,"Ideal","H","IF",61.7,55,2.133,5.27,5.29,3.26
0.8,"Premium","G","SI2",61.4,56,2.451,5.99,5.96,3.67
1.05,"Ideal","H","SI1",61.3,57,6.255,6.51,6.54,4
1.23,"Good","I","VS1",63.6,59,5.834,6.76,6.85,4.33
1,"Very Good","H","VS1",63.3,53,4.732,6.37,6.29,4.01
0.71,"Ideal","G","VS1",61.7,57,3.431,5.7,5.75,3.53
0.91,"Good","G","SI2",63.6,59,3.34,6.11,6.15,3.9
0.72,"Ideal","G","VS1",62,56,3.54,5.74,5.78,3.57
1,"Good","G","VVS2",63.1,58,7.453,6.33,6.37,4.01
1.27,"Premium","H","VS2",60,61,7.503,7.03,6.99,4.26
1.01,"Fair","G","VS2",59.1,56,6.271,6.55,6.52,3.86
0.9,"Premium","F","SI2",60.1,59,3.704,6.31,6.24,3.77
0.92,"Good","E","SI1",63.3,57,3.649,6.17,6.22,3.92
0.71,"Premium","E","SI1",61.8,59,2.817,5.75,5.7,3.54
0.9,"Very Good","G","SI1",63.6,57,3.718,6.07,6.13,3.88
1.02,"Premium","H","VS1",62.1,59,5.469,6.38,6.43,3.98
1.01,"Ideal","E","SI2",62.2,55,4.984,6.4,6.43,3.99
1.01,"Premium","H","SI1",62.7,59,4.32,6.33,6.27,3.95
1.06,"Ideal","H","SI1",62.7,57,4.12,6.48,6.53,4.08
1,"Good","E","SI1",57.5,62,5.051,6.5,6.58,3.76
0.91,"Premium","F","SI2",61.7,58,3.609,6.22,6.29,3.86
1.01,"Good","G","SI1",62.2,65,3.871,6.34,6.3,3.93
0.82,"Ideal","F","SI1",61.3,55,3.439,6.06,6.08,3.72
1.14,"Ideal","F","SI2",61.7,56,4.591,6.71,6.67,4.13
0.83,"Good","F","SI2",57.5,61,2.358,6.22,6.17,3.56
0.7,"Ideal","D","SI2",62.6,54,2.936,5.69,5.72,3.57
1.01,"Good","I","VS1",63.8,57,4.016,6.31,6.23,4
1.01,"Premium","H","SI2",59.6,60,3.665,6.5,6.55,3.89
0.91,"Very Good","F","SI1",62,59,4.141,6.2,6.22,3.85
0.9,"Good","I","SI2",60.9,63,2.68,6.13,6.21,3.76
1,"Fair","E","SI2",66.6,59,3.136,6.07,6.01,4.02
1.2,"Ideal","G","SI1",61.2,56,6.502,6.92,6.84,4.21
1.01,"Ideal","G","VS1",62,57,6.504,6.44,6.36,3.97
1.07,"Ideal","E","SI1",60.4,57,4.973,6.62,6.56,3.98
0.7,"Premium","H","SI2",58.8,59,2.159,5.92,5.84,3.44
0.54,"Ideal","F","VVS2",61.9,56,2.168,5.2,5.23,3.23
1,"Good","E","VVS1",64.1,62,7.084,6.29,6.26,4.02
1.02,"Very Good","H","SI1",62.8,59,4.348,6.33,6.38,3.99
1.09,"Premium","E","VS2",61.6,59,7.813,6.62,6.54,4.05
0.5,"Very Good","F","VVS2",61,61,2.013,5.09,5.11,3.11
0.73,"Ideal","G","VVS2",61.9,56,3.127,5.81,5.75,3.58
1.02,"Premium","D","SI2",60.2,58,5.257,6.56,6.53,3.94
0.8,"Very Good","H","SI1",62.5,56,2.919,5.92,5.96,3.71
1.01,"Ideal","G","VS1",61.9,54,7.179,6.44,6.48,4
1.75,"Premium","I","SI1",60.8,58,7.644,7.83,7.79,4.75
0.91,"Premium","F","SI2",62.1,56,3.096,6.26,6.21,3.87
0.7,"Ideal","F","VS2",61.9,55,3.011,5.7,5.74,3.54
0.9,"Good","D","SI1",63.3,57,4.381,6.07,6.12,3.86
1,"Fair","J","SI2",69.9,61,2.117,6.13,5.86,4.23
0.77,"Very Good","H","VS1",63.3,57,2.927,5.79,5.83,3.68
0.92,"Premium","D","SI2",62.4,60,4.096,6.25,6.21,3.89
0.71,"Very Good","H","SI1",63.5,57,2.207,5.67,5.63,3.59
0.53,"Ideal","D","VS2",60.8,56,2.067,5.24,5.27,3.2
0.54,"Very Good","D","VVS2",62.1,55,2.318,5.21,5.26,3.25
2,"Fair","F","I1",64.9,57,7.258,7.99,7.82,5.14
0.76,"Ideal","E","SI1",61.2,56,3.401,5.88,5.91,3.61
1.2,"Ideal","I","SI1",60.1,56,5.578,6.9,6.84,4.13
0.7,"Very Good","H","SI1",62.9,56,2.048,5.64,5.68,3.56
0.9,"Fair","D","SI1",60.4,61,3.812,6.24,6.22,3.76
0.74,"Ideal","G","SI2",61.7,56,2.69,5.8,5.87,3.6
1.01,"Very Good","I","SI2",63.7,57,3.998,6.32,6.36,4.04
0.77,"Good","D","SI2",63.8,58,2.642,5.78,5.81,3.7
1,"Very Good","G","SI1",58.6,63,4.218,6.56,6.58,3.85
1.28,"Ideal","G","SI1",62.4,58,7.415,6.89,6.95,4.32
0.71,"Ideal","H","IF",61.2,56,4.007,5.76,5.86,3.54
0.72,"Very Good","G","VS1",60.6,56,2.97,5.84,5.87,3.55
0.72,"Very Good","G","SI1",62.4,59,2.482,5.67,5.7,3.55
1.24,"Premium","D","SI2",61,59,5.311,6.93,6.97,4.24
1,"Fair","F","SI1",67.1,57,4.328,6.06,6.1,4.08
1.17,"Ideal","F","SI1",62.2,56,5.837,6.71,6.73,4.18
0.7,"Ideal","G","VS2",60.8,57,2.507,5.67,5.74,3.47
